file_number,category,doc_type,order_date,fsa,primary_amount,amount_type,monthly_rent,rent_pattern,months_of_rent_owed,hearing_date,hearing_sentence_found,landlord_attended,tenant_attended,landlord_represented,tenant_represented,explicit_non_attendance,extraction_method,notes
LTB-L-091632-25,L1,Order,2026-01-26,N5P,5306.0,arrears,1600.0,pattern_1,3.32,"January 19, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091640-25,L1,Order,2026-02-06,K0A,1355.0,arrears,347.0,pattern_1,3.9,"January 15, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091683-25,L1,Order,2026-02-03,P1B,19986.0,arrears,2200.0,pattern_1,9.08,"January 14, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091684-25,L1,Order,2026-02-03,K1G,1301.0,arrears,,,,"January 22, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091689-25,L1,Order,2026-03-27,M6H,5086.0,arrears,,,,"March 26, 2026",True,True,True,True,False,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-091717-25,L1,ExParte Order,2026-01-12,L5K,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-091729-25,L1,Review Order,2026-05-11,L6V,1100.0,ambiguous-max,,,,,False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-091759-25,L1,Order,2026-01-30,M1C,3384.39,arrears,1100.0,pattern_2,3.08,"January 19, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091763-25,L1,Order,2026-02-03,K2B,7348.6,arrears,1599.83,pattern_1,4.59,"January 22, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091784-25,L1,Order,2026-01-20,N6G,163.68,arrears,1200.0,pattern_1,0.14,"January 14, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091797-25,L1,Order,2026-01-22,L4A,14886.0,arrears,,,,"January 15, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091835-25,L1,Order,2026-02-04,M3H,10316.53,arrears,,,,"January 29, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091838-25,L1,Order,2026-01-29,L5B,3133.0,arrears,,,,"January 22, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091845-25,L1,ExParte Order,2026-01-15,L5K,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-091846-25,L1,Order,2026-04-08,M5R,27186.0,arrears,3000.0,pattern_1,9.06,"January 15, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091851-25,L1,Order,2026-01-26,K1Z,14886.0,arrears,1300.0,pattern_1,11.45,"January 21, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091936-25,L1,Order,2026-01-21,N5Z,54.5,other,,,,"January 15, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-091937-25,L1,Order,2026-01-22,M1J,2932.2,arrears,1129.86,pattern_1,2.6,"January 15, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091951-25,L1,ExParte Order,2026-02-09,N5Z,742.0,other,,,,,False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; single candidate amount, no strong keyword match"
LTB-L-091955-25,L1,Order,2026-02-04,L5H,8898.5,arrears,8712.5,pattern_2,1.02,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-091964-25,L1,Order,2026-02-03,M8W,,,,,,"January 15, 2026",True,True,True,True,True,False,text,no dollar amount found
LTB-L-091983-25,L1,Order,2026-01-20,M9M,,,,,,"January 13, 2026",True,False,True,,False,True,text,no dollar amount found
LTB-L-092030-25,L1,Order,2026-04-02,K2J,5386.0,arrears,2600.0,pattern_2,2.07,"January 15, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092084-25,L1,Review Order,2026-03-17,N8X,,,,,,"March 12, 2026",True,True,True,False,False,True,text,no dollar amount found
LTB-L-092168-23,L1,Order,2026-01-28,N6E,1250.0,other,,,,,True,True,True,False,False,False,text,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-092211-25,L1,Order,2026-01-26,L9H,10911.36,arrears,3200.0,pattern_1,3.41,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092241-25,L1,Order,2026-01-19,M8V,,,,,,"January 13, 2026",True,True,False,False,,True,text,no dollar amount found
LTB-L-092262-25,L1,Order,2026-02-09,N1H,16231.9,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092329-25,L1,Order,2026-01-29,M9V,,,,,,"January 26, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-092355-24,L1,Review Order,2026-01-14,K2J,,,,,,,True,True,True,False,False,False,text,no dollar amount found
LTB-L-092370-25,L1,Order,2026-01-23,N9A,,,,,,"January 15, 2026",False,,,,,True,text,no dollar amount found
LTB-L-092398-25,L1,Order,2026-01-29,L9M,,,,,,"January 21, 2026",True,True,False,False,,True,text,no dollar amount found
LTB-L-092400-25,L1,Order,2026-01-23,N1G,7418.85,arrears,1446.57,pattern_1,5.13,"January 15, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092432-25,L1,Order,2026-01-26,M4P,,,,,,"January 19, 2026",False,,,,,True,text,no dollar amount found
LTB-L-092466-25,L1,ExParte Order,2026-01-21,M4S,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-092467-25,L1,Order,2026-01-22,M8V,5536.9,arrears,1133.59,pattern_1,4.88,"December 16, 2025",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092508-25,L1,Order,2026-01-29,M5A,2593.0,stated_total,2593.0,pattern_1,1.0,"January 22, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-092533-25,L1,ExParte Order,2026-01-12,M9V,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-092548-25,L1,Order,2026-01-29,L9J,14655.01,arrears,2950.0,pattern_2,4.97,"January 20, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092640-24,L1,Order,2026-04-10,L0S,11123.26,arrears,2562.5,pattern_2,4.34,"April 1, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092667-25,L1,Order,2026-01-29,K2C,12050.0,arrears,1483.0,pattern_1,8.13,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092672-25,L1,Order,2026-03-02,K2B,9477.6,arrears,1358.0,pattern_1,6.98,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092731-25,L1,Order,2026-02-02,K8P,1911.0,arrears,1725.0,pattern_2,1.11,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092743-25,L1,Order,2026-01-27,M5A,13787.75,arrears,1100.0,pattern_2,12.53,"January 20, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092744-25,L1,Order,2026-02-03,L4T,5368.16,arrears,2531.58,pattern_1,2.12,"January 20, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092749-25,L1,Order,2026-03-20,M3H,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-092772-25,L1,ExParte Order,2026-01-22,M9R,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-092791-25,L1,ExParte Order,2026-01-12,N2N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-092795-25,L1,Order,2026-01-28,L0N,,,,,,"January 19, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-092800-25,L1,Order,2026-01-30,L2G,16386.0,arrears,1800.0,pattern_1,9.1,"January 19, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092858-25,L1,Order,2026-02-05,K1G,,,,,,"January 27, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-092883-25,L1,Order,2026-04-14,N3S,14956.0,arrears,1640.0,pattern_1,9.12,"April 13, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092909-25,L1,ExParte Order,2026-01-21,M9R,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-092919-25,L1,Order,2026-01-23,M5A,,,,,,"January 19, 2026",False,,,,,True,text,no dollar amount found
LTB-L-092962-25,L1,Order,2026-02-02,N6B,9763.2,arrears,791.0,pattern_1,12.34,"January 20, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-092984-25,L1,Order,2026-01-27,N6E,250.0,ambiguous-max,2190.0,pattern_2,0.11,"January 22, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-092990-23,L1,ExParte Order,2026-04-24,M9V,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093046-25,L1,Order,2026-02-04,P1B,7046.0,arrears,2350.0,pattern_1,3.0,"January 26, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093095-25,L1,Order,2026-01-21,M9V,3443.12,arrears,,,,"January 20, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093119-25,L1,Order,2026-01-23,K2K,12400.48,arrears,2454.87,pattern_1,5.05,"January 19, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093122-25,L1,Order,2026-02-02,K7N,1986.0,arrears,1700.0,pattern_2,1.17,,True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093125-25,L1,ExParte Order,2026-01-12,M6R,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093138-25,L1,Order,2026-01-22,N6B,466.84,arrears,1440.11,pattern_1,0.32,"January 13, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093143-25,L1,Order,2026-02-03,M2J,17976.12,arrears,2044.87,pattern_1,8.79,"January 26, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093198-25,L1,Order,2026-01-29,L6S,3026.49,arrears,2235.08,pattern_1,1.35,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093205-25,L1,Review Order,2026-04-15,L5B,35700.0,stated_total,,,,"April 8, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-093220-25,L1,Order,2026-02-06,L2R,,,,,,"January 19, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-093225-25,L1,ExParte Order,2026-01-19,L6S,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093227-25,L1,ExParte Order,2026-02-05,L6S,3632.2,arrears,2159.14,pattern_1,1.68,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093227-25,L1,Order,2026-01-29,L6S,3632.2,arrears,2159.14,pattern_1,1.68,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093231-25,L1,Order,2026-02-02,K7M,3374.42,arrears,1874.42,pattern_1,1.8,"January 26, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093242-25,L1,Order,2026-01-19,L4X,4025.36,arrears,1634.71,pattern_1,2.46,"January 13, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093246-25,L1,Order,2026-01-28,N9B,3951.0,arrears,1558.0,pattern_2,2.54,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093256-25,L1,ExParte Order,2026-01-15,M1J,5516.0,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093260-25,L1,Order,2026-01-30,M4R,17422.75,arrears,3367.63,pattern_1,5.17,"January 28, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093264-25,L1,Review Order,2026-03-10,L8B,28586.0,arrears,4200.0,pattern_1,6.81,"March 5, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093277-25,L1,Order,2026-02-05,K1Z,3637.55,arrears,1196.1,pattern_1,3.04,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093280-25,L1,Order,2026-02-06,M1T,218.21,arrears,1617.21,pattern_2,0.13,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093282-25,L1,ExParte Order,2026-01-21,M4K,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093296-25,L1,Order,2026-04-22,L2A,,,,,,"April 13, 2026",True,True,True,True,False,True,text,no dollar amount found
LTB-L-093314-25,L1,Order,2026-02-03,L5L,,,,,,"January 30, 2026",True,True,True,True,True,False,text,no dollar amount found
LTB-L-093316-25,L1,Order,2026-02-04,L6T,6773.8,arrears,1637.56,pattern_1,4.14,"January 20, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093328-25,L1,Order,2026-01-29,K1N,2943.64,arrears,1775.0,pattern_2,1.66,"January 21, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093334-25,L1,ExParte Order,2026-01-22,L5N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093340-25,L1,Order,2026-01-30,M6L,1500.0,arrears,,,,"January 26, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093351-25,L1,Order,2026-01-26,P3B,1252.0,ambiguous-max,,,,"January 19, 2026",True,True,False,True,,True,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-093352-25,L1,Order,2026-02-09,M6H,6638.79,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093357-25,L1,Order,2026-02-05,M9N,5771.78,arrears,1569.34,pattern_1,3.68,"January 26, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093361-25,L1,Order,2026-02-02,N6G,,,,,,"January 26, 2026",True,True,True,True,True,False,text,no dollar amount found
LTB-L-093362-25,L1,Order,2026-01-26,M4P,1650.74,arrears,,,,"January 20, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093374-25,L1,Order,2026-02-03,M2J,,,,,,,True,True,False,True,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-093376-25,L1,ExParte Order,2026-01-21,M2J,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093387-25,L1,Order,2026-01-29,N4S,6486.0,arrears,1290.0,pattern_1,5.03,"January 19, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093395-25,L1,Review Order,2026-03-18,K6H,3101.0,arrears,,,,"March 16, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093411-25,L1,ExParte Order,2026-01-12,M4Y,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093416-25,L1,Order,2026-01-28,M6H,50000.0,stated_total,1877.96,pattern_1,26.62,"January 26, 2026",False,,,,,False,text,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-093465-25,L1,Order,2026-02-04,L5A,5635.08,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093468-25,L1,Order,2026-01-29,P3C,6584.0,arrears,1100.0,pattern_1,5.99,"January 22, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093481-25,L1,Order,2026-01-26,M3A,9486.74,arrears,2266.79,pattern_1,4.19,"January 21, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093500-25,L1,Order,2026-01-30,N4G,,,,,,"January 26, 2026",True,False,True,,False,True,text,no dollar amount found
LTB-L-093517-25,L1,Order,2026-02-26,L1J,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093520-25,L1,Review Order,2026-03-16,M3C,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093527-25,L1,Order,2026-01-29,L2S,8181.33,arrears,1290.0,pattern_1,6.34,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093540-25,L1,Order,2026-02-13,L4Y,3403.44,arrears,1641.17,pattern_1,2.07,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093545-25,L1,Order,2026-01-28,M6P,,,,,,,True,True,False,True,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-093552-25,L1,Order,2026-01-26,N7L,7586.0,arrears,1480.0,pattern_1,5.13,"January 19, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093588-25,L1,Order,2026-01-29,M3A,2365.49,arrears,1826.94,pattern_1,1.29,"January 21, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093625-25,L1,Order,2026-02-04,M1L,5657.26,arrears,1900.69,pattern_1,2.98,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093630-25,L1,Order,2026-04-10,K1R,2925.7,arrears,850.0,pattern_1,3.44,"March 25, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093635-25,L1,Order,2026-02-04,M3A,,,,,,,True,True,False,True,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-093638-25,L1,Order,2026-01-29,L6T,4106.41,arrears,1526.52,pattern_1,2.69,"January 21, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093641-25,L1,Order,2026-01-12,K2C,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093694-25,L1,ExParte Order,2026-01-12,L4P,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-093702-25,L1,Order,2026-01-26,K7K,5901.25,arrears,1092.65,pattern_1,5.4,"January 19, 2026",False,,,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093703-25,L1,Order,2026-01-27,N9B,,,,,,"January 21, 2026",False,,,,,True,text,no dollar amount found
LTB-L-093719-25,L1,Order,2026-01-30,M8V,14357.8,arrears,1870.0,pattern_1,7.68,"January 26, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093735-25,L1,Order,2026-02-04,M3L,39.14,arrears,1651.49,pattern_1,0.02,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093752-25,L1,Order,2026-02-09,M8V,14836.0,arrears,2450.0,pattern_2,6.06,"January 27, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093772-25,L1,Order,2026-02-09,N6A,5283.18,arrears,2573.98,pattern_1,2.05,"January 19, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093784-25,L1,ExParte Order,2026-01-26,K1S,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-093789-25,L1,Order,2026-02-06,L1H,30936.0,arrears,2350.0,pattern_1,13.16,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093792-25,L1,ExParte Order,2026-01-22,M3L,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-093808-25,L1,Order,2026-01-29,M8V,6486.4,arrears,1700.08,pattern_1,3.82,"January 27, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093809-25,L1,Order,2026-02-06,L6H,,,,,,,True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-093842-25,L1,Order,2026-02-02,K7H,12975.81,arrears,1700.0,pattern_1,7.63,"January 26, 2026",True,True,True,False,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093853-25,L1,Order,2026-02-03,L6H,,,,,,"January 27, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-093869-25,L1,Order,2026-01-30,L5J,7619.82,arrears,2485.87,pattern_2,3.07,"January 27, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093896-25,L1,ExParte Order,2026-01-14,M6A,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-093910-25,L1,Order,2026-01-30,L6T,4221.85,arrears,1350.0,pattern_2,3.13,"January 19, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093928-25,L1,ExParte Order,2026-01-22,M5T,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-093934-25,L1,Order,2026-02-03,M2R,4219.24,arrears,2109.62,pattern_1,2.0,"January 28, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093959-25,L1,Order,2026-02-20,M1K,4686.0,arrears,1475.0,pattern_1,3.18,"February 11, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093968-25,L1,Order,2026-03-05,M9C,5124.89,arrears,2562.5,pattern_1,2.0,"March 2, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093977-25,L1,Order,2026-02-04,M3A,2695.44,arrears,1325.99,pattern_1,2.03,"January 26, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093990-25,L1,Order,2026-01-30,M3A,13746.08,arrears,2719.0,pattern_1,5.06,"January 26, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-093993-25,L1,Review Order,2026-03-24,L5J,,,,,,"March 16, 2026",True,True,False,True,,False,text,no dollar amount found
LTB-L-094000-25,L1,Order,2026-01-30,K9V,8291.0,arrears,1621.0,pattern_1,5.11,"January 26, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094012-25,L1,Review Order,2026-04-27,N2M,,,,,,"April 23, 2026",True,True,True,True,False,True,text,no dollar amount found
LTB-L-094024-25,L1,ExParte Order,2026-01-12,M1T,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-094031-25,L1,Order,2026-02-09,M1J,,,,,,"January 27, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-094037-25,L1,Order,2026-02-12,M4K,7075.72,arrears,1743.69,pattern_1,4.06,"January 27, 2026",True,True,True,True,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094041-25,L1,Order,2026-02-02,L2T,,,,,,"January 20, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-094045-25,L1,Order,2026-02-04,M9V,,,,,,"January 27, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-094055-25,L1,Order,2026-02-04,M9W,1188.13,arrears,,,,"January 27, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094056-25,L1,Order,2026-01-28,K2B,,,,,,"January 22, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-094068-25,L1,ExParte Order,2026-01-13,K8P,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-094114-25,L1,Order,2026-02-03,M9A,5978.4,arrears,1931.12,pattern_1,3.1,"January 26, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094123-25,L1,Order,2026-02-10,M4Y,2756.0,arrears,2310.0,pattern_1,1.19,"February 2, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094124-25,L1,Order,2026-02-10,M4Y,3248.41,arrears,2160.27,pattern_1,1.5,"February 2, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094130-25,L1,Order,2026-01-30,M6M,,,,,,,True,True,False,True,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-094137-25,L1,ExParte Order,2026-01-13,M6M,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-094144-25,L1,Order,2026-02-10,L1J,,,,,,"January 28, 2026",True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-094169-25,L1,Order,2026-01-30,L1J,,,,,,"January 28, 2026",True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-094173-25,L1,Order,2026-02-10,M4R,6909.5,arrears,2121.11,pattern_1,3.26,"February 2, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094177-25,L1,Order,2026-02-05,M4A,,,,,,"January 26, 2026",True,True,True,True,True,False,text,no dollar amount found
LTB-L-094183-25,L1,Order,2026-01-27,M2J,14569.2,arrears,2400.55,pattern_1,6.07,"January 26, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094186-25,L1,Order,2026-01-28,M9N,13176.3,arrears,2195.15,pattern_1,6.0,"January 21, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094216-25,L1,Review Order,2026-03-31,M8V,100.0,stated_total,,,,,False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-094223-25,L1,Order,2026-01-27,M9N,,,,,,"January 21, 2026",True,False,False,,,False,text,no dollar amount found
LTB-L-094255-25,L1,Order,2026-01-28,N9Y,13813.0,arrears,1000.0,pattern_1,13.81,"January 22, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094288-25,L1,Order,2026-02-12,M4P,7624.71,arrears,2350.58,pattern_1,3.24,"February 2, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094289-25,L1,Order,2026-02-06,M2J,10093.58,arrears,2566.0,pattern_1,3.93,"January 27, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094296-25,L1,Order,2026-02-04,M6P,24135.34,arrears,1626.0,pattern_1,14.84,"January 29, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094313-25,L1,Order,2026-02-10,M6M,17569.98,arrears,1701.17,pattern_1,10.33,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-094327-25,L1,ExParte Order,2026-01-26,L1S,,,,,,,False,,,,,False,text,no dollar amount found
