file_number,category,doc_type,order_date,fsa,primary_amount,amount_type,monthly_rent,rent_pattern,months_of_rent_owed,hearing_date,hearing_sentence_found,landlord_attended,tenant_attended,landlord_represented,tenant_represented,explicit_non_attendance,extraction_method,notes
LTB-L-099396-25,L1,Order,2026-05-13,K6V,6393.96,arrears,,,,"May 11, 2026",False,,,,,False,text,"no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-099431-25,L1,Order,2026-02-17,L3W,8356.74,arrears,2511.25,pattern_2,3.33,"February 12, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099432-25,L1,Order,2026-02-18,N5Z,944.0,arrears,,,,"February 4, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099470-25,L1,Review Order,2026-05-15,K1B,,,,,,"May 7, 2026",True,True,False,False,,True,text,no dollar amount found
LTB-L-099522-25,L1,Order,2026-02-02,M5R,6585.32,arrears,3261.91,pattern_1,2.02,"January 28, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099523-25,L1,ExParte Order,2026-02-27,L8H,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-099524-25,L1,Order,2026-02-10,L5R,820.5,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099530-25,L1,Order,2026-02-20,K2A,2843.42,arrears,1328.95,pattern_2,2.14,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099537-25,L1,Order,2026-02-12,N5W,1912.0,arrears,,,,"February 4, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099551-25,L1,Order,2026-02-17,M2J,5236.47,arrears,1683.49,pattern_1,3.11,"February 4, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099557-25,L1,Order,2026-02-12,N3C,8628.04,arrears,2550.0,pattern_1,3.38,"February 10, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099560-25,L1,Review Order,2026-04-02,K9K,100.0,arrears,,,,"March 26, 2026",True,True,False,True,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099583-25,L1,Order,2026-01-20,N5P,6563.0,arrears,1663.0,pattern_1,3.95,"January 12, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099595-25,L1,Order,2026-02-11,M5A,1811.45,arrears,392.0,pattern_1,4.62,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099597-25,L1,Order,2026-02-12,P7E,5807.0,arrears,1423.0,pattern_1,4.08,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099597-25,L1,Review Order,2026-04-02,P7E,5807.0,arrears,1423.0,pattern_1,4.08,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099628-25,L1,Order,2026-02-26,N6A,,,,,,"February 18, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-099635-25,L1,Order,2026-02-18,N2H,7143.35,arrears,1148.03,pattern_1,6.22,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099650-25,L1,Review Order,2026-05-15,K1L,,,,,,"May 7, 2026",True,True,True,True,False,True,text,no dollar amount found
LTB-L-099659-25,L1,Order,2026-02-13,L2M,5707.92,arrears,,,,"February 5, 2026",True,True,True,True,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099683-25,L1,Order,2026-02-17,K7C,16386.0,arrears,1800.0,pattern_2,9.1,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099691-25,L1,Order,2026-02-13,M4A,6546.52,arrears,2029.0,pattern_1,3.23,"February 12, 2026",True,True,True,True,True,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099695-25,L1,Order,2026-02-18,N6C,,,,,,"February 9, 2026",True,True,True,True,True,False,text,no dollar amount found
LTB-L-099714-25,L1,Order,2026-02-03,K7M,,,,,,"January 29, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-099742-25,L1,Order,2026-02-09,N7V,3346.0,arrears,1850.0,pattern_1,1.81,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099758-25,L1,Order,2026-03-05,K0B,3772.75,arrears,1250.0,pattern_1,3.02,"February 9, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099779-25,L1,Order,2026-02-13,P3A,,,,,,"February 5, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-099791-25,L1,Order,2026-02-17,K1N,,,,,,"February 9, 2026",True,True,True,False,False,False,text,no dollar amount found
LTB-L-099804-25,L1,Order,2026-01-29,K1K,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-099823-25,L1,Order,2026-02-17,K6H,1833.45,arrears,1097.89,pattern_1,1.67,"February 10, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099825-25,L1,Order,2026-02-18,L1N,700.0,arrears,,,,"February 11, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099855-25,L1,Order,2026-02-11,K6H,1929.98,arrears,1456.7,pattern_1,1.32,"February 10, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099867-25,L1,Order,2026-02-12,N4L,5653.0,arrears,1560.0,pattern_2,3.62,"February 4, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099869-25,L1,Order,2026-02-13,K7M,4080.47,arrears,,,,"February 5, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099889-25,L1,Review Order,2026-02-24,M1W,,,,,,,True,False,True,,False,False,text,no dollar amount found
LTB-L-099912-25,L1,Order,2026-02-17,L6P,,,,,,"February 9, 2026",True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-099913-25,L1,Order,2026-01-20,L1S,6324.4,arrears,2670.41,pattern_1,2.37,"January 14, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099920-25,L1,ExParte Order,2026-01-12,M9C,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-099921-25,L1,Order,2026-02-23,M9V,9021.0,arrears,2739.0,pattern_1,3.29,"February 17, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099949-25,L1,Order,2026-02-13,M4Y,9419.89,arrears,1416.09,pattern_1,6.65,"February 4, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-099992-25,L1,Order,2026-02-23,M9N,7044.22,arrears,2141.84,pattern_1,3.29,"February 17, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100000-25,L1,Order,2026-02-13,K8N,3686.0,arrears,1750.0,pattern_1,2.11,"February 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100030-25,L1,Order,2026-02-13,K2C,8410.0,arrears,,,,"February 5, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100031-25,L1,Order,2026-02-18,N1H,504.78,arrears,,,,"February 10, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100038-25,L1,Order,2026-02-26,K0H,7892.55,arrears,2600.0,pattern_2,3.04,"February 5, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100042-25,L1,Order,2026-04-08,L4K,16986.0,arrears,2900.0,pattern_1,5.86,"February 19, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100044-25,L1,Order,2026-02-18,M4B,300.0,arrears,,,,"February 10, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100049-25,L1,Order,2026-03-13,M9V,8213.94,arrears,3382.5,pattern_1,2.43,"February 12, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100064-25,L1,Amended Order,2026-02-18,L8P,3913.77,arrears,,,,"February 10, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100113-25,L1,Order,2026-02-24,N1R,3006.0,arrears,,,,"February 9, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100116-25,L1,ExParte Order,2026-02-09,M2N,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-100124-25,L1,Order,2026-04-02,N1A,21186.0,arrears,1000.0,pattern_1,21.19,"April 1, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100139-25,L1,Order,2026-02-13,L2H,,,,,,"February 11, 2026",False,,,,,True,text,no dollar amount found
LTB-L-100163-25,L1,Order,2026-02-24,K1Z,30025.74,arrears,2076.0,pattern_1,14.46,"February 17, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100182-25,L1,Order,2026-03-02,L4T,,,,,,"February 19, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-100205-25,L1,Order,2026-01-28,K2B,275.0,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100220-25,L1,Order,2026-02-20,L5G,2081.25,arrears,1985.92,pattern_2,1.05,"February 12, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100246-25,L1,Order,2026-03-03,M5N,1797.0,stated_total,1797.0,pattern_1,1.0,"February 19, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-100251-25,L1,Order,2026-02-27,M1E,1383.49,stated_total,1383.49,pattern_1,1.0,"February 19, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-L-100260-25,L1,Order,2026-02-27,L7S,6730.3,arrears,2288.34,pattern_1,2.94,"February 19, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100273-25,L1,Order,2026-03-03,M1V,,,,,,,True,False,False,,,True,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-100289-25,L1,Order,2026-02-27,M1E,9910.42,arrears,,,,"February 19, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100293-25,L1,Order,2026-02-24,L8R,,,,,,"February 19, 2026",True,True,False,True,,False,text,no dollar amount found
LTB-L-100295-25,L1,Order,2026-04-08,L4Y,3162.28,arrears,1424.71,pattern_2,2.22,"February 19, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100300-25,L1,Order,2026-04-08,L8R,10133.96,arrears,2881.0,pattern_1,3.52,"February 19, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100320-25,L1,Order,2026-04-02,L8N,18136.0,arrears,1900.0,pattern_1,9.55,"February 19, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100326-25,L1,Order,2026-02-25,L7R,,,,,,"February 23, 2026",True,True,True,True,False,False,text,no dollar amount found
LTB-L-100354-25,L1,Order,2026-03-03,M3J,4877.49,other,1614.61,pattern_1,3.02,"February 23, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-100367-25,L1,ExParte Order,2026-02-19,L6T,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-100373-25,L1,Order,2026-03-17,L6T,10494.6,arrears,2762.37,pattern_1,3.8,"February 23, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100382-25,L1,Order,2026-02-18,K0L,9130.0,arrears,1300.0,pattern_1,7.02,"February 11, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100392-25,L1,Order,2026-02-27,M6M,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-100412-25,L1,Order,2026-03-02,M1R,3362.19,arrears,,,,"February 24, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100417-25,L1,Order,2026-02-12,M2N,53200.0,arrears,,,,"February 10, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100419-25,L1,Order,2026-02-20,M4B,13886.0,arrears,3425.0,pattern_1,4.05,"February 17, 2026",True,True,True,False,False,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100437-25,L1,Order,2026-03-05,M4C,4572.78,arrears,,,,"February 23, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100441-25,L1,Order,2026-02-24,L4G,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-100460-25,L1,Order,2026-02-13,P0R,,,,,,"February 11, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-100477-25,L1,ExParte Order,2026-02-03,N6E,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-100491-25,L1,Order,2026-02-17,K9H,19797.01,arrears,2300.0,pattern_1,8.61,,True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100520-25,L1,Order,2026-02-13,M3C,7341.38,arrears,1207.91,pattern_1,6.08,"February 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100531-25,L1,Order,2026-01-12,L4T,3472.48,arrears,2670.44,pattern_1,1.3,"January 5, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100553-25,L1,Order,2026-02-17,N6C,5261.0,arrears,,,,"February 9, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100554-25,L1,Order,2026-02-17,K1V,3193.09,arrears,700.0,pattern_1,4.56,"February 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100571-25,L1,Order,2026-01-19,M3N,2738.52,arrears,1310.01,pattern_1,2.09,"January 7, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100576-25,L1,Order,2026-02-04,M3N,2542.26,arrears,1928.13,pattern_1,1.32,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100587-25,L1,Order,2026-02-26,L8M,3471.9,arrears,,,,"February 19, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100600-25,L1,ExParte Order,2026-01-30,L4T,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-100604-25,L1,Order,2026-05-26,L6P,1408.79,arrears,850.0,pattern_1,1.66,"February 9, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100647-25,L1,Order,2026-02-19,K8P,8586.0,arrears,1400.0,pattern_1,6.13,"February 9, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100677-25,L1,Order,2026-02-19,L4E,8764.85,arrears,1950.0,pattern_2,4.49,"February 11, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100685-25,L1,Order,2026-02-18,M9M,6666.0,arrears,1080.0,pattern_1,6.17,"February 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100686-25,L1,Order,2026-02-18,M9N,1068.08,other,1340.43,pattern_1,0.8,"February 9, 2026",False,,,,,False,text,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-L-100695-24,L1,Review Order,2026-03-04,N7M,,,,,,"February 26, 2026",True,False,False,,,True,text,no dollar amount found
LTB-L-100806-25,L1,Order,2026-02-18,K2V,,,,,,"February 9, 2026",True,False,True,,False,True,text,no dollar amount found
LTB-L-100817-25,L1,Order,2026-02-12,M9N,3508.59,arrears,,,,"February 5, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100820-25,L1,Order,2026-01-30,M3N,6759.02,arrears,2200.0,pattern_1,3.07,"January 26, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100837-25,L1,Order,2026-04-23,M9W,7641.8,arrears,3000.0,pattern_2,2.55,"April 21, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100887-25,L1,Order,2026-02-19,M4Y,9764.02,arrears,1602.02,pattern_1,6.09,"February 12, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100899-25,L1,Order,2026-02-20,K2G,3200.0,arrears,800.0,pattern_2,4.0,"February 10, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100909-25,L1,Order,2026-03-16,M5J,15706.0,arrears,1940.0,pattern_1,8.1,"February 9, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100956-25,L1,Order,2026-02-18,N3L,15486.0,arrears,,,,"February 10, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-100983-25,L1,Order,2026-02-24,K7S,8320.0,arrears,873.0,pattern_1,9.53,"February 17, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101062-25,L1,Order,2026-02-18,L5L,11634.0,arrears,1543.0,pattern_1,7.54,"February 11, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101081-25,L1,Order,2026-02-23,L5R,244.0,arrears,,,,"February 11, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101105-25,L1,Order,2026-02-25,P7A,,,2500.0,pattern_1,,"February 9, 2026",False,,,,,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-101170-25,L1,Order,2026-02-27,N1R,7530.0,arrears,,,,"February 9, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101176-25,L1,Order,2026-02-18,P0L,8079.69,arrears,1471.0,pattern_1,5.49,"February 11, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101179-25,L1,Order,2026-02-20,P3C,15186.0,arrears,2000.0,pattern_1,7.59,"February 9, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101183-25,L1,Order,2026-02-24,N0L,16436.0,arrears,750.0,pattern_1,21.91,"February 17, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101184-25,L1,Order,2026-02-24,P0T,19036.0,arrears,1600.0,pattern_1,11.9,,True,True,True,True,True,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101192-25,L1,Order,2026-02-18,L7L,,,,,,"February 10, 2026",True,False,True,,False,True,text,no dollar amount found
LTB-L-101214-25,L1,Order,2026-03-03,K1Z,,,,,,"February 25, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-101219-25,L1,Order,2026-02-27,K2A,3647.0,arrears,598.0,pattern_1,6.1,"February 25, 2026",True,True,True,True,True,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101240-25,L1,Order,2026-02-13,L7A,,,2800.0,pattern_1,,"February 10, 2026",True,True,True,True,False,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-101253-25,L1,Order,2026-02-24,P0K,6708.0,arrears,378.0,pattern_1,17.75,"February 11, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101260-25,L1,Order,2026-03-06,K1Z,100.0,ambiguous-max,,,,"February 23, 2026",True,True,True,True,False,False,text,"found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-101267-25,L1,ExParte Order,2026-01-19,N1L,3386.0,arrears,,,,,False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101299-25,L1,Order,2026-02-13,L2E,2685.0,arrears,,,,"February 11, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101308-25,L1,Order,2026-02-19,M1H,11686.0,arrears,2050.0,pattern_1,5.7,"February 11, 2026",True,True,False,False,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101316-25,L1,Order,2026-02-18,M5A,9176.0,arrears,2400.0,pattern_1,3.82,"February 9, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101358-25,L1,Order,2026-03-05,L4X,9369.09,arrears,2487.68,pattern_1,3.77,"February 23, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101363-25,L1,Order,2026-02-17,K2J,,,,,,"February 9, 2026",False,,,,,True,text,no dollar amount found
LTB-L-101365-25,L1,ExParte Order,2026-02-05,M9N,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-101383-25,L1,Order,2026-02-17,L5B,,,,,,,False,,,,,False,text,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-101403-25,L1,Order,2026-02-24,L5B,7392.26,arrears,1442.71,pattern_2,5.12,"February 17, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101404-25,L1,Order,2026-02-12,N5V,10243.05,arrears,,,,"February 10, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101430-25,L1,ExParte Order,2026-01-12,K7M,,,,,,,False,,,,,False,ocr,no dollar amount found
LTB-L-101456-25,L1,Order,2026-02-25,M1K,2059.53,arrears,1501.47,pattern_1,1.37,"February 19, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101461-25,L1,Order,2026-04-02,K1G,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-101463-25,L1,Order,2026-02-17,N2L,1996.93,arrears,,,,"February 10, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101468-25,L1,Order,2026-02-19,P3A,978.0,arrears,,,,"February 11, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101490-25,L1,Order,2026-03-13,K0E,187.0,arrears,,,,"February 26, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101512-25,L1,Order,2026-02-18,P6A,10986.0,arrears,1800.0,pattern_1,6.1,"February 12, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101519-25,L1,Order,2026-02-20,N7L,11825.95,arrears,2352.37,pattern_2,5.03,"February 18, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101530-25,L1,Order,2026-02-13,L4N,2163.1,arrears,,,,"February 5, 2026",True,False,True,,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101541-25,L1,ExParte Order,2026-01-26,N6B,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-101542-25,L1,Amended Order,2026-02-20,M1G,2356.12,arrears,1798.17,pattern_1,1.31,"February 11, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101552-25,L1,Order,2026-02-23,N6H,8612.61,arrears,1345.9,pattern_2,6.4,"February 18, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101576-25,L1,Order,2026-02-18,N6C,9526.0,arrears,1695.0,pattern_1,5.62,"February 17, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101597-25,L1,Order,2026-02-19,L6T,4656.4,arrears,1484.08,pattern_1,3.14,"February 10, 2026",True,False,False,,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101598-25,L1,Order,2026-02-19,N0G,11036.03,arrears,2495.0,pattern_1,4.42,"February 11, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101617-25,L1,Order,2026-02-19,K1Z,9841.0,arrears,1275.0,pattern_1,7.72,"February 12, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101624-25,L1,Order,2026-03-03,M4L,,,,,,"February 23, 2026",True,False,True,,False,True,text,no dollar amount found
LTB-L-101654-25,L1,Order,2026-02-24,L4M,8661.0,arrears,1695.0,pattern_1,5.11,"February 11, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101657-25,L1,Order,2026-02-26,N6G,10056.69,arrears,2663.85,pattern_1,3.78,"February 18, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101700-25,L1,Order,2026-03-27,L2R,6716.0,arrears,1486.0,pattern_1,4.52,"February 10, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101724-25,L1,Order,2026-02-24,M9B,10119.65,arrears,3401.2,pattern_1,2.98,"February 23, 2026",True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101739-25,L1,Order,2026-02-27,M4P,2200.0,arrears,2200.0,pattern_1,1.0,,True,True,True,True,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101760-25,L1,Order,2026-02-27,M9V,2894.25,arrears,,,,"February 18, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101761-25,L1,Order,2026-03-02,N9V,,,,,,"February 24, 2026",False,,,,,True,text,no dollar amount found
LTB-L-101804-25,L1,Order,2026-03-03,M9N,,,,,,"February 26, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-101824-25,L1,Order,2026-02-10,M9N,,,,,,"February 2, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-101827-25,L1,Order,2026-02-26,M9V,5132.36,arrears,2473.59,pattern_1,2.07,"February 23, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101854-25,L1,Order,2026-02-03,K1V,7248.0,arrears,1128.0,pattern_1,6.43,"January 27, 2026",True,True,False,True,,True,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101867-25,L1,Order,2026-02-26,M3M,,,,,,"February 23, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-101877-25,L1,ExParte Order,2026-02-19,K1S,,,,,,,False,,,,,False,text,no dollar amount found
LTB-L-101893-25,L1,Order,2026-02-23,K7A,402.4,arrears,,,,"February 12, 2026",False,,,,,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-101899-25,L1,Order,2026-02-27,M9B,,,,,,"February 23, 2026",True,True,False,True,,True,text,no dollar amount found
LTB-L-101912-25,L1,Order,2026-03-02,L8V,2063.0,arrears,2150.0,pattern_2,0.96,"February 25, 2026",True,True,True,False,False,False,text,found in operative 'It is ordered that' section; matched expected keyword for category
