file_number,category,doc_type,order_date,url,extraction_method,all_amounts_found,fee_amounts_found,primary_amount,amount_type,matched_context,notes
LTB-L-033386-26,L4,ExParte Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yCdMQIA0/LTB-L-033386-26-EX.pdf,text,"[2038.22, 6827.61, 5805.83, 2038.24, 67.01, 2038.22, 5094.89, 67.01, 5805.83, 1340.2, 2038.24, 12.9, 67.01, 5094.89, 67.01]",[6827.61],5805.83,arrears,"Period  Amount  Amount owing from previous  order   Up to February 28, 2026     >>>$5,805.83<<<     New Arrears     March 1, 2026, to April 20,  2026     $1,340.20     Less th",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-043719-26,L4,ExParte Order,2026-05-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010WAFFIA4/LTB-L-043719-26-Signed.pdf,text,[5136.0],[],5136.0,arrears,"er, LTB-L-005635-24, issued on June 18, 2024 states that the Tenant  was to pay >>>$5,136.00<<< in arrears up to June 30, 2024 pursuant to a payment plan  commencing June 7, 2","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-043296-26,L4,ExParte Order,2026-05-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010Ulx3IAC/LTB-L-043296-26-EX.pdf,text,"[360.0, 9964.0, 6415.0, 4.57, 139.0, 6668.25, 4.57, 6415.0, 253.25, 0.0, 4.57, 6668.25, 4.57]",[9964.0],6668.25,arrears,"the Landlord on or after June 6, 2026.  5. The Tenant shall pay to the Landlord >>>$6,668.25<<<*. (Less any payments made by the  Tenant after this application was filed on Ma",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015649-26,L4,ExParte Order,2026-02-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uZfcjIAC/LTB-L-015649-26-EX.pdf,text,"[3370.0, 18406.0, 11751.5, 3370.0, 110.79, 3370.0, 8245.64, 110.79, 11751.5, 120.36, 80.0, 3370.0, 95.5, 110.79, 8245.64, 110.79]",[],11751.5,arrears,"nt  Amount owing from previous  mediated settlement   Up to August 31, 2025     >>>$11,751.50<<<     New Arrears     to February 27, 2026     -$120.36  New NSF cheque charges a",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-032810-26,L4,ExParte Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xsUlWIAU/LTB-L-032810-26-Signed.pdf,text,"[9071.0, 12058.0, 9071.0, 98.2, 2987.0, 11035.0, 98.2, 9071.0, 1964.0, 0.0, 98.2, 11035.0, 98.2]",[12058.0],11035.0,arrears,"the Landlord on or after May 2, 2026.  5. The Tenants shall pay to the Landlord >>>$11,035.00<<<*. (Less any payments made by the  Tenants after this application was filed on A",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003686-26,L4,Order,2026-03-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uxiHjIAI/LTB-L-003686-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-011602-26,L4,ExParte Order,2026-02-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000trGa2IAE/LTB-L-011602-26-EX - February 13 2026.pdf,text,"[7986.0, 5986.0, 80.55, 2450.0, 6341.5, 80.55, 5986.0, 355.5, 0.0, 80.55, 6341.5, 80.55]",[7986.0],6341.5,arrears,"ndlord on or after February 25, 2026.  5. The Tenants shall pay to the Landlord >>>$6,341.50<<<*. (Less any payments made by the  Tenants after this application was filed on F",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-030460-26,L4,ExParte Order,2026-04-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xURaHIAW/LTB-L-030460-26-EX - April 13 2026.pdf,text,"[1345.0, 3799.0, 2212.0, 44.22, 1345.0, 2972.86, 44.22, 2212.0, 760.86, 44.22, 2972.86, 44.22]",[3799.0],2972.86,arrears,"e Landlord on or after April 25, 2026.  5. The Tenant shall pay to the Landlord >>>$2,972.86<<<. (Less any payments made by the  Tenant after this application was filed on Apr",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-000165-26,L4,Review Order,2026-03-04,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v3pQFIAY/LTB-L-000165-26-RV - March 4 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-031620-26,L4,ExParte Order,2026-04-14,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xhzuIIAQ/LTB-L-031620-26-EX.pdf,text,"[905.0, 5440.0, 1999.97, 2177.0, 77.79, 2365.99, 899.0, 77.79, 1999.97, 1089.06, 2177.0, 13.03, 77.79, 899.0, 77.79]",[5440.0],1999.97,arrears,"Period  Amount  Amount owing from previous  order   Up to November 30, 2025     >>>$1,999.97<<<     New Arrears     April 1, 2026, to April 14, 2026     $1,089.06     Less the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-019911-26,L4,Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xsBCbIAM/LTB-L-019911-26-SA - April 20 2026.pdf,text,[1200.0],[],1200.0,arrears,"f the Landlord  asking what to do. Despite this, the Tenants did not make their >>>$1,200.00<<< arrears payment     File Number: LTB-L-019911-26-SA      Order Page 2 of 2","no operative section found, or it had no dollar mentions at all; fell back to full-document search; matched expected keyword for category"
LTB-L-039816-26,L4,ExParte Order,2026-05-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zZWLLIA4/LTB-L-039816-26-EX - May 12 2026.pdf,text,"[1900.0, 65.63, 1996.19, 1961.93, 65.63, 0.0, 0.0, 1900.0, 61.93, 65.63, 65.63]",[],0.0,arrears,Reason for amount owing  Period  Amount  Amount owing from previous  order      >>>$0.00<<<  New NSF cheque charges and  related administration charges    $0.00     Less t,found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-021469-26,L4,ExParte Order,2026-03-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vMDgvIAG/LTB-L-021469-26-EX.pdf,text,"[407.16, 4886.0, 4118.82, 2600.0, 85.48, 2600.0, 2360.15, 85.48, 4118.82, 893.24, 2600.0, 51.91, 85.48, 2360.15, 85.48]",[4886.0],4118.82,arrears,"Period  Amount  Amount owing from previous  order   Up to December 31, 2025     >>>$4,118.82<<<     New Arrears     January 1, 2026, to March 13,  2026     $893.24     Less th",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-035501-26,L4,ExParte Order,2026-04-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ydSoKIAU/LTB-L-035501-26-EX - April 27 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-101871-25,L4,Order,2026-02-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uGoocIAC/LTB-L-101871-25-SA eng.pdf,text,"[10000.0, 10000.0, 500.0]",[],10000.0,ambiguous-max,"stated that if the set aside  motion is granted, they will pay to the Landlord >>>$10,000.00<<<.  5. On cross-examination they stated that they had received legal advice not t","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-044020-26,L4,ExParte Order,2026-05-29,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010hodqIAA/LTB-L-044020-26-EX.pdf,text,"[500.0, 7296.0, 7296.0, 54.21, 1649.0, 7219.09, 54.21, 7296.0, 54.21, 7219.09, 54.21]",[7296.0],7296.0,arrears,"ing  Period  Amount  Amount owing from previous  order   Up to May 31, 2026     >>>$7,296.00<<<     New Arrears     June 1, 2026, to May 29, 2026     $(76.91)     Plus, daily",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-010835-26,L4,ExParte Order,2026-02-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tr2ooIAA/LTB-L-010835-26-EX.pdf,text,"[1888.85, 9376.0, 9376.0, 1850.0, 62.1, 1888.85, 6670.78, 62.1, 9376.0, 1850.0, 70.52, 62.1, 6670.78, 62.1]",[9376.0],9376.0,arrears,"Period  Amount  Amount owing from previous  order   Up to January 31, 2026     >>>$9,376.00<<<     New Arrears  February 1, 2026 to February  13, 2026  $(784.70)     Less the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-013437-26,L4,ExParte Order,2026-02-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uDqYWIA0/LTB-L-013437-26-EX - February 19 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-022180-26,L4,ExParte Order,2026-03-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vVkydIAC/LTB-L-022180-26-EX-Signed.pdf,text,"[500.0, 2760.0, 5596.0, 2750.0, 2760.0, 90.74, 2760.0, 1410.29, 90.74, 2750.0, 1451.84, 60.0, 2760.0, 91.55, 90.74, 1410.29, 90.74]",[],2750.0,arrears,"ng  Period  Amount  Amount owing from previous  order   Up to July 31, 2025     >>>$2,750.00<<<     New Arrears     March 1, 2026, to March 16,  2026     $1,451.84  New NSF ch",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-015888-26,L4,ExParte Order,2026-03-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uv40KIAQ/LTB-L-015888-26-Signed.pdf,text,[],[],,,,no dollar amount found
LTB-L-003674-26,L4,ExParte Order,2026-01-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sN5OCIA0/LTB-L-003674-26-EX -Signed.pdf,text,"[9194.0, 8194.0, 1460.0, 57.5, 1749.0, 7796.85, 57.5, 8194.0, 1092.5, 1460.0, 29.65, 57.5, 7796.85, 57.5]",[9194.0],8194.0,arrears,"Period  Amount  Amount owing from previous  order   Up to December 31, 2025     >>>$8,194.00<<<     New Arrears     January 1, 2026 to January  19, 2026     $1,092.50     Less",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-104898-25,L4,ExParte Order,2026-01-05,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qIhQVIA0/LTB-L-104898-25_EX.pdf,text,"[9451.0, 2985.0, 167.0, 7.79, 237.0, 2848.55, 7.79, 2985.0, 38.95, 167.0, 8.4, 7.79, 2848.55, 7.79]",[9451.0],2985.0,arrears,"Period  Amount  Amount owing from previous  order   Up to August 31, 2025     >>>$2,985.00<<<     New Arrears     to January 5, 2026     $38.95     Less the rent deposit:",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-098899-25,L4,Order,2026-01-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000r00BEIAY/LTB-L-098899-25-SA.pdf,text,"[4160.49, 4160.49, 4160.49, 750.0, 3410.49, 750.0, 2660.49, 750.0, 1910.49, 750.0, 1160.49, 750.0, 410.49, 410.49, 0.0]",[],4160.49,arrears,"3024-25 is replaced  by the following.  3. The Tenant shall pay to the Landlord >>>$4,160.49<<< representing arrears and costs.   4. The Tenant shall pay to the Landlord the a",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003783-26,L4,Order,2026-02-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tpc0PIAQ/LTB-L-003783-26-SA - February 17 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-023666-26,L4,ExParte Order,2026-03-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vy55eIAA/LTB-L-023666-26-EX.pdf,text,[],[],,,,no dollar amount found
LTB-L-003541-26,L4,Order,2026-03-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ul9FnIAI/LTB-L-003541-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-003119-26,L4,ExParte Order,2026-01-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000s6D3VIAU/LTB-L-003119-26-EX - January 19 2026.pdf,text,"[5286.0, 4636.0, 42.74, 1300.0, 7348.06, 42.74, 4636.0, 2712.06, 42.74, 7348.06, 42.74]",[5286.0],7348.06,arrears,"andlord on or after January 31, 2026.  5. The Tenants shall pay to the Landlord >>>$7,348.06<<<*. (Less any payments made by the  Tenants after this application was filed on J",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-105201-25,L4,Order,2026-02-09,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tP6x0IAC/LTB-L-105201-25-SA - February 9 2026.pdf,text,[],[],,,,no dollar amount found
LTB-L-042488-26,L4,ExParte Order,2026-05-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010AfnnIAC/LTB-L-042488-26-EX.pdf,text,"[2396.46, 7431.94, 5931.94, 2253.99, 78.79, 2396.46, 5621.82, 78.79, 5931.94, 1962.67, 2253.99, 18.8, 78.79, 5621.82, 78.79]",[7431.94],5931.94,arrears,"Period  Amount  Amount owing from previous  order   Up to February 28, 2026     >>>$5,931.94<<<     New Arrears     March 1, 2026, to May 25,  2026     $1,962.67     Less the",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-081179-25,L4,Order,2026-01-16,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rt81hIAA/LTB-L-081179-25-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-096760-25,L4,Order,2026-01-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000saXxdIAE/LTB Order_LTB-L-096760-25-SA_26JAN26.pdf,text,[],[],,,,no dollar amount found
LTB-L-011063-26,L4,ExParte Order,2026-02-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000thU6SIAU/LTB-L-011063-26-EX.pdf,text,"[8495.94, 1415.94, 104.2, 39.85, 1212.0, 1672.81, 39.85, 1415.94, 361.32, 104.2, 0.25, 39.85, 1672.81, 39.85]",[8495.94],1672.81,arrears,"ndlord on or after February 22, 2026.  5. The Tenants shall pay to the Landlord >>>$1,672.81<<<*. (Less any payments made by the  Tenants after this application was filed on F",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-003537-26,L4,Order,2026-03-18,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vWKR3IAO/LTB-L-003537-26-SA.pdf,text,"[6654.5, 554.54, 554.56, 922.0, 555.0, 555.0, 922.0, 922.0, 555.0, 1000.0, 1300.0, 1970.0, 1200.0, 4989.5, 6654.5, 1665.0, 300.0, 189.5, 922.5]",[],6654.5,arrears,"in this order.  7. The Tenant shall pay to the Landlord $4,989.50 (representing >>>$6,654.50<<< in rent arrears  owing to February 28, 2025 and costs, minus $1,665.00 the Tena",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-086840-25,L4,Order,2026-02-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tYsb8IAC/LTB-L-086840-25-HR.pdf,text,"[9427.99, 1508.95, 10936.94, 2699.84, 71.31, 8165.79, 8185.79]",[8185.79],,,,operative section found but contained only fee/rate/boilerplate amounts — likely no lump sum ordered
LTB-L-004637-26,L4,Review Order,2026-05-21,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zzgs2IAA/LTB-L-004637-26-RV.pdf,text,"[3920.0, 2975.0, 945.0]",[3920.0],2975.0,ambiguous-max,"nt deposit and interest on the  deposit.  7. The Tenants shall pay the Landlord >>>$2,975.00<<< on or before May 15, 2026 and the  remaining $945.00 on or before May 31, 2026.","found in operative 'It is ordered that' section; multiple candidate amounts, took max — manual review advised"
LTB-L-013111-26,L4,Order,2026-03-30,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wYoFZIA0/LTB-L-013111-26-SA.pdf,text,"[2643.22, 4932.7]",[],4932.7,ambiguous-max,"ions of the order.  The amount the Tenant owes  has increased from $2,643.22 to >>>$4,932.70<<<.  The Tenant has not had a zero balance  owing since October 2024.  2. Since th","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-L-004097-26,L4,Order,2026-03-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000w4rfTIAQ/LTB-L-004097-26-SA.pdf,text,[],[],,,,no dollar amount found
LTB-L-106061-25,L4,ExParte Order,2026-01-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000qgRaXIAU/LTB-L-106061-25.pdf,text,[],[],,,,no dollar amount found
LTB-L-004076-26,L4,Review Order,2026-05-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zfi3cIAA/LTB-L-004076-26-SA-RV.pdf,text,"[5754.26, 6000.0, 10518.26, 5754.26, 5754.26]",[],5754.26,stated_total,"der  states that the amount owed by the Tenant as of the date of the hearing is >>>$5,754.26<<<.   2. The Landlord submits that this amount is incorrect and provided a mathema","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-L-017599-26,L4,ExParte Order,2026-03-06,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uybKjIAI/LTB-L-017599-26-EX(L4)-Signed.pdf,text,"[500.0, 8078.63, 1578.63, 1647.37, 59.75, 1817.34, 174.79, 59.75, 1578.63, 358.5, 1647.37, 114.97, 59.75, 174.79, 59.75]","[8078.63, 174.79]",1647.37,arrears,"8.63     New Arrears  to March 6, 2026  $358.50     Less the rent deposit:     ->>>$1,647.37<<<        Less the interest owing on the  rent deposit  March 28, 2023 to March 6,",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-033130-26,L4,ExParte Order,2026-04-20,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000y6YFnIAM/LTB-L-033130-26-EX - April 20 2026.pdf,text,"[2000.0, 2386.0, 2386.0, 65.75, 2000.0, 2301.0, 65.75, 2386.0, 65.75, 2301.0, 65.75]",[2386.0],2386.0,arrears,"g  Period  Amount  Amount owing from previous  order   Up to March 31, 2026     >>>$2,386.00<<<     New Arrears     April 1, 2026, to April 20, 2026     $(85.00)     Plus dail",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-007444-26,L4,Order,2026-03-31,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wate6IAA/LTB-L-007444-26-SA - March 31 2026.pdf,text,"[1250.0, 2414.89, 114.89, 700.0, 1600.0]",[],2414.89,arrears,"led and replaced with the following:    4. The Tenant shall pay to the Landlord >>>$2,414.89<<< for arrears of rent up to March 31, 2026.  5. The Tenant shall pay to the Landl",found in operative 'It is ordered that' section; matched expected keyword for category
LTB-L-103794-25,L4,Order,2026-04-27,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000yUe2LIAS/LTB-L-103794-25-SA LTB-T-004862-26-HR- CERT.pdf,text,[],[],,,,no dollar amount found
LTB-T-056210-22,T2,Review Order,2026-03-02,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ubXmSIAU/LTB-L-066911-22-AM-RV & LTB-T-056210-22-AM-RV March 2 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-008696-25,T2,Order,2026-03-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v8E56IAE/LTB-T-008696-25_HR.pdf,text,[212.66],[],212.66,other,It is ordered on consent that:  1. The Landlord shall pay the Tenants >>>$212.66<<< for a global resolution of all issues related to  the tenancy.     2. If the La,"found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-021399-25,T2,Order,2026-04-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000xm0BuIAI/LTB-T-021399-25 HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-082673-25,T2,Order,2026-04-29,"https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ymdFrIAI/LTB-T-082673-25-HR -April 29, 2026.pdf",text,"[1065.24, 1800.0, 7200.0, 1065.24, 59.18, 29.59, 29.59, 1065.24, 1065.24]",[],1065.24,stated_total,"It is ordered that:  1. The total amount the Landlords shall pay the Tenants is >>>$1,065.24<<< for a rent abatement.  2. The Landlords shall pay the Tenants the full amount o","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-103616-24,T2,Order,2026-03-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wEaLcIAK/LTB-T-103616-24-HR-cert.pdf,text,[],[],,,,no dollar amount found
LTB-T-066694-25,T2,Order,2026-05-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zCAbwIAG/LTB-T-066694-25-HR.pdf,text,[500.0],[],500.0,arrears,"reduce the rent arrears owed by the Tenant to April 30, 2026, by the  amount of >>>$500.00<<<.   May 12, 2026    ____________________________  Date Issued    Melissa Anjema","found in operative 'It is ordered that' section; single candidate amount, no strong keyword match"
LTB-T-058421-25,T2,Review Order,2026-01-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sveZZIAY/LTB-T-058421-25-RV.pdf,text,[],[],,,,no dollar amount found
LTB-T-048019-25,T2,Order,2026-05-08,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000zGO4rIAG/LTB-T-048019-25-HR - May 8 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-066453-25,T2,Order,2026-02-17,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uC7VSIA0/LTB-T-066453-25-EX_cert.pdf,text,[],[],,,,no dollar amount found
LTB-T-055260-25,T2,Order,2026-03-12,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000vPsywIAC/LTB-T-055260-25-HR-FR.pdf,text,[],[],,,,no dollar amount found
LTB-T-059085-24,T2,Order,2026-01-14,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rtZDCIA2/LTB-T-059085-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-078830-25,T2,Order,2026-02-13,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000trR7GIAU/LTB-T-078830-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-032818-24,T2,Order,2026-02-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000ucVNdIAM/LTB-T-032818-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-064307-25,T2,Order,2026-02-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uNv45IAC/LTB-T-064307-25-HR - February 26 2026 certified.pdf,text,[],[],,,,no dollar amount found
LTB-T-090335-23,T2,Order,2026-02-26,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uWLNfIAO/LTB-T-090335-23-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-017839-25,T2,Order,2026-01-23,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sfQ4MIAU/LTB-T-017839-25-FR.pdf,text,[],[],,,,no dollar amount found
LTB-T-002805-25,T2,Order,2026-02-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000uMiIIIA0/LTB-T-002805-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-090927-24,T2,Order,2026-02-19,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000u81UvIAI/LTB-T-090927-24-HR - February 19 2026.pdf,text,"[969.39, 500.0]",[],969.39,stated_total,"and into their current rental unit on  September 15, 2017. The monthly rent is >>>$969.39<<<.  2. The Tenant claims that the Landlord harassed him by providing them with a","no operative section found, or it had no dollar mentions at all; fell back to full-document search; explicit stated-total phrasing (""...is \$X"")"
LTB-T-026889-24,T2,Order,2026-05-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N3000010PAuyIAG/LTB-T-067383-22-RV & LTB-T-026889-24-RV.pdf,text,[],[],,,,no dollar amount found
LTB-T-017924-24,T2,Review Order,2026-02-25,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000udANSIA2/LTB-T-017924-24 and LTB-T-017932-24-RV - February 25 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-049417-22,T2,Order,2026-01-22,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000sWtNIIA0/LTB-T-049417-22-HR - January 22 2026.pdf,text,"[1500.0, 1500.0]",[],1500.0,ambiguous-max,"ended the hearing.  The parties agree that:  1. The Landlord paid to the Tenant >>>$1,500.00<<< in full and final satisfaction of the Tenant’s  application and all issues rela","no operative section found, or it had no dollar mentions at all; fell back to full-document search; multiple candidate amounts, took max — manual review advised"
LTB-T-100653-24,T2,Order,2026-02-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tZKdnIAG/LTB-T-100653-24-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-059046-24,T2,Order,2026-01-07,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000rVunNIAS/LTB-T-059046-24-HR.pdf,text,"[4896.0, 1632.0, 321.92, 10000.0, 3500.0, 2500.0, 2000.0, 2869.92, 321.92, 2500.0, 48.0, 2000.0]","[2500.0, 48.0]",2869.92,stated_total,"It is ordered that:  1. The total amount the Landlord shall pay the Tenant is >>>$2,869.92<<<. This amount represents:   •  $321.92 for a rent abatement.  •  $2,500.00 as ge","found in operative 'It is ordered that' section; explicit stated-total phrasing (""...is \$X"")"
LTB-T-033049-25,T2,Order,2026-04-01,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wpPeBIAU/LTB-T-033049-25-HR.pdf,text,[],[],,,,no dollar amount found
LTB-T-071890-24,T2,Order,2026-04-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000x441ZIAQ/LTB-T-071890-24 - April 10 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-016375-25,T2,Order,2026-04-01,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000wZYqHIAW/LTB-T-016375-25-HR - April 1 2026.pdf,text,[],[],,,,no dollar amount found
LTB-T-055833-25,T2,Order,2026-02-10,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000tmVmhIAE/LTB-T-055833-25-HR-cert.pdf,text,[],[],,,,no dollar amount found
LTB-T-075116-24,T2,Order,2026-03-11,https://d3hf2qahezjxpx.cloudfront.net/attachments/exportedBinaries20260723_175229/069N300000v1PZwIAM/LTB-T-075116-24-HR.pdf,text,[],[],,,,no dollar amount found
